EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
58298,19,No,Non-Travel,Research & Development,25,3,Technical Degree,4,Female,2,2,Laboratory Technician,3,Married,18261,2,Yes,16,3,2,1,12,5,4,40,15,6,1
58299,59,No,Travel_Frequently,Research & Development,4,2,Medical,2,Female,4,3,Manufacturing Director,4,Divorced,39310,2,No,12,3,3,0,24,6,1,25,16,11,5
58300,59,No,Non-Travel,Sales,29,4,Technical Degree,3,Male,4,5,Laboratory Technician,3,Single,165731,5,No,20,3,3,2,38,2,2,27,18,1,15
58301,34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Female,3,4,Manufacturing Director,3,Married,96751,5,Yes,23,4,3,1,6,2,4,16,15,11,0
58302,57,No,Non-Travel,Research & Development,20,3,Human Resources,2,Male,3,5,Laboratory Technician,1,Married,229423,6,No,15,3,4,0,19,3,2,27,15,8,8
58303,37,No,Travel_Rarely,Sales,27,4,Other,3,Male,4,4,Human Resources,2,Married,94385,7,Yes,15,3,1,0,9,1,1,21,1,12,11
58304,23,No,Travel_Frequently,Sales,6,4,Marketing,3,Female,3,4,Healthcare Representative,2,Single,22350,0,No,25,3,3,0,7,3,4,19,14,12,2
58305,28,Yes,Non-Travel,Research & Development,24,3,Medical,2,Male,4,1,Human Resources,2,Divorced,202557,0,Yes,11,3,1,0,31,2,2,32,9,2,16
58306,22,No,Non-Travel,Research & Development,18,3,Life Sciences,1,Female,2,3,Manager,1,Married,52165,7,No,21,3,2,3,9,2,4,12,11,5,6
58307,27,No,Travel_Rarely,Human Resources,28,1,Medical,3,Male,2,4,Manager,1,Divorced,135845,9,No,25,3,4,3,16,6,3,26,16,11,0
58308,40,No,Non-Travel,Human Resources,4,4,Technical Degree,4,Female,3,1,Sales Executive,3,Married,69119,9,No,10,3,1,2,16,2,3,18,17,2,17
58309,50,No,Travel_Rarely,Sales,18,1,Medical,3,Male,2,1,Research Scientist,4,Divorced,177363,0,No,11,3,3,3,15,2,1,29,13,8,14
58310,57,No,Non-Travel,Human Resources,5,4,Human Resources,1,Male,1,3,Laboratory Technician,4,Single,101896,6,No,18,3,1,0,5,6,1,34,6,7,0
58311,53,Yes,Travel_Frequently,Human Resources,17,4,Other,1,Male,2,5,Manager,1,Single,45359,3,No,24,4,1,2,17,1,3,25,4,11,12
58312,56,Yes,Travel_Frequently,Sales,14,1,Marketing,3,Female,1,1,Laboratory Technician,4,Married,185290,2,No,15,4,1,1,7,5,2,30,1,6,7
58313,51,No,Travel_Frequently,Human Resources,8,4,Marketing,4,Male,2,1,Laboratory Technician,1,Single,66948,9,No,18,3,4,0,34,6,3,19,0,1,3
58314,34,No,Travel_Frequently,Human Resources,11,2,Other,3,Male,3,2,Sales Executive,2,Divorced,197460,5,No,15,3,3,3,21,5,3,19,13,12,5
58315,43,No,Non-Travel,Sales,18,2,Life Sciences,3,Male,2,3,Manager,3,Single,75565,8,Yes,19,4,4,2,35,4,2,26,11,2,11
58316,44,No,Non-Travel,Human Resources,10,1,Life Sciences,3,Male,2,5,Laboratory Technician,2,Married,48033,0,Yes,16,3,1,1,27,3,3,20,18,9,13
58317,20,No,Travel_Frequently,Human Resources,11,3,Marketing,2,Female,3,3,Research Scientist,1,Single,114736,6,No,25,3,4,2,1,5,1,31,13,1,16
58318,36,Yes,Travel_Rarely,Sales,12,5,Marketing,2,Male,4,3,Healthcare Representative,2,Divorced,114975,9,Yes,11,3,3,2,23,5,1,26,1,9,4
58319,25,No,Non-Travel,Human Resources,3,5,Other,3,Female,3,3,Manager,1,Divorced,207041,9,Yes,11,3,1,2,24,1,4,25,16,11,4
58320,34,No,Travel_Rarely,Research & Development,23,2,Other,2,Female,1,4,Healthcare Representative,1,Married,213764,5,No,19,3,1,2,22,6,2,31,3,6,6
58321,18,No,Travel_Frequently,Sales,25,4,Medical,3,Male,1,5,Manufacturing Director,2,Married,157402,3,No,19,3,4,2,2,3,3,23,10,3,3
58322,24,Yes,Travel_Rarely,Research & Development,12,5,Life Sciences,1,Female,4,2,Manager,2,Single,244027,2,No,16,3,1,2,19,0,4,1,5,9,15
58323,53,No,Travel_Frequently,Human Resources,25,1,Technical Degree,4,Male,4,4,Human Resources,2,Single,230661,4,No,25,4,3,2,6,0,1,36,7,0,4
58324,20,No,Travel_Frequently,Research & Development,15,1,Other,4,Female,2,4,Healthcare Representative,1,Divorced,55145,3,No,20,4,1,3,25,5,2,11,9,2,1
58325,36,No,Travel_Rarely,Sales,13,3,Life Sciences,1,Male,3,4,Manager,3,Single,182927,5,Yes,15,3,3,1,28,3,1,13,18,2,3
58326,59,No,Travel_Rarely,Research & Development,7,1,Other,4,Female,2,1,Research Scientist,2,Divorced,211098,0,No,21,3,3,2,23,2,1,12,11,0,9
58327,44,No,Non-Travel,Sales,14,4,Human Resources,3,Male,2,3,Healthcare Representative,4,Single,114214,0,No,11,3,2,2,31,2,3,33,14,11,12
58328,20,No,Travel_Frequently,Research & Development,9,5,Other,4,Female,2,1,Manager,3,Married,223399,6,No,14,3,4,2,2,4,4,8,0,2,16
58329,51,No,Travel_Rarely,Sales,28,3,Other,3,Female,3,4,Healthcare Representative,3,Married,55474,8,Yes,22,3,3,3,23,4,1,23,5,1,11
58330,22,No,Non-Travel,Human Resources,5,1,Other,3,Female,2,2,Human Resources,3,Married,118252,6,No,15,3,2,1,23,6,3,2,1,0,16
58331,54,No,Travel_Frequently,Research & Development,14,1,Human Resources,3,Male,1,5,Manufacturing Director,4,Single,212901,0,No,24,3,1,0,18,0,4,37,16,10,6
58332,33,Yes,Travel_Rarely,Human Resources,29,4,Human Resources,2,Male,4,4,Manager,4,Married,204322,5,No,11,3,2,2,37,4,4,10,7,5,16
58333,31,No,Travel_Rarely,Research & Development,9,3,Technical Degree,4,Female,4,4,Healthcare Representative,1,Divorced,100207,5,No,21,3,3,2,19,3,2,2,11,1,11
58334,47,No,Non-Travel,Sales,7,4,Human Resources,4,Female,2,5,Laboratory Technician,4,Divorced,65256,9,Yes,13,4,3,0,26,4,4,39,13,14,4
58335,49,No,Travel_Rarely,Research & Development,24,2,Medical,1,Female,3,5,Manager,4,Single,165430,7,No,12,3,2,1,13,6,3,3,5,8,8
58336,29,No,Travel_Rarely,Human Resources,27,1,Marketing,3,Male,1,1,Manufacturing Director,1,Divorced,119992,6,No,19,3,1,0,36,3,1,31,9,5,9
58337,44,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,1,3,Research Scientist,4,Married,87201,2,Yes,17,3,2,0,13,0,3,31,10,4,16
58338,43,No,Non-Travel,Human Resources,30,5,Medical,2,Male,1,2,Manager,2,Divorced,115153,1,No,25,4,2,3,10,5,1,39,3,10,15
58339,46,No,Travel_Frequently,Human Resources,24,1,Life Sciences,1,Female,1,3,Healthcare Representative,4,Divorced,86503,9,No,20,3,1,0,28,5,4,21,13,10,6
58340,40,No,Travel_Rarely,Research & Development,27,4,Technical Degree,3,Female,3,1,Laboratory Technician,1,Married,60002,0,No,12,3,3,3,37,6,4,13,6,11,7
58341,39,No,Travel_Frequently,Sales,12,3,Marketing,1,Male,4,2,Healthcare Representative,2,Single,58324,6,No,11,4,4,3,19,5,4,0,12,11,11
58342,37,No,Travel_Rarely,Human Resources,17,3,Life Sciences,2,Male,4,5,Manufacturing Director,2,Married,142045,2,Yes,20,4,2,2,3,6,1,12,18,15,3
58343,55,No,Travel_Frequently,Research & Development,19,4,Human Resources,2,Female,3,2,Laboratory Technician,2,Single,233960,5,No,19,3,2,1,18,2,2,15,4,3,5
58344,33,No,Non-Travel,Human Resources,7,1,Other,4,Male,3,4,Human Resources,2,Divorced,215990,8,No,10,3,4,3,31,2,4,15,3,0,14
58345,48,No,Travel_Frequently,Sales,6,2,Technical Degree,4,Female,3,5,Research Scientist,3,Divorced,235208,4,Yes,13,3,3,0,18,6,1,10,1,8,4
58346,20,No,Travel_Frequently,Sales,18,1,Other,2,Female,1,1,Manager,3,Married,143539,7,Yes,14,3,1,0,38,1,2,21,3,0,3
58347,38,No,Travel_Rarely,Research & Development,6,5,Other,1,Female,1,3,Sales Executive,1,Married,126739,4,No,11,3,2,2,5,4,4,32,15,8,17
58348,56,No,Non-Travel,Sales,12,2,Other,4,Female,4,5,Sales Executive,2,Married,190293,2,No,10,3,2,0,21,4,1,29,3,8,10
58349,22,No,Travel_Frequently,Human Resources,4,4,Marketing,1,Male,1,2,Manufacturing Director,2,Single,180789,4,Yes,10,3,3,0,23,3,2,15,11,1,1
58350,37,No,Travel_Frequently,Human Resources,25,4,Other,1,Female,3,3,Research Scientist,1,Divorced,212642,1,No,21,3,3,1,39,6,4,2,12,7,5
58351,40,No,Travel_Frequently,Human Resources,30,4,Other,4,Female,2,4,Manager,2,Divorced,163166,0,No,15,3,4,0,4,0,2,32,15,15,14
58352,49,No,Non-Travel,Research & Development,27,4,Marketing,2,Male,3,5,Sales Executive,3,Married,29053,2,No,21,3,1,2,30,5,1,30,0,14,2
58353,59,No,Non-Travel,Human Resources,1,3,Other,4,Female,2,4,Human Resources,4,Divorced,236381,9,No,20,3,2,3,27,1,2,27,3,15,12
58354,26,No,Non-Travel,Sales,6,3,Technical Degree,3,Female,2,1,Healthcare Representative,3,Married,203390,3,No,18,3,4,3,36,5,1,4,14,2,3
58355,20,No,Non-Travel,Human Resources,27,4,Marketing,4,Female,3,2,Laboratory Technician,2,Married,77831,1,No,14,3,2,3,5,6,3,15,9,9,12
58356,44,No,Travel_Frequently,Research & Development,14,1,Human Resources,2,Female,3,1,Manufacturing Director,1,Married,169654,9,Yes,24,3,4,1,20,4,4,21,4,14,5
58357,44,No,Travel_Rarely,Sales,23,5,Medical,4,Female,3,2,Research Scientist,3,Married,198758,7,Yes,22,3,1,3,27,6,1,9,11,0,11
58358,27,No,Travel_Frequently,Sales,16,5,Technical Degree,2,Female,3,3,Human Resources,4,Married,189328,9,Yes,22,3,1,2,28,2,3,28,12,10,5
58359,33,No,Non-Travel,Human Resources,28,2,Life Sciences,1,Male,4,3,Human Resources,4,Married,140780,4,Yes,21,3,4,1,32,0,3,0,12,3,17
58360,41,No,Travel_Frequently,Research & Development,22,3,Life Sciences,1,Male,4,4,Manager,2,Married,104494,2,No,23,3,1,0,22,4,3,37,7,6,3
58361,40,No,Travel_Frequently,Research & Development,5,4,Life Sciences,1,Female,3,3,Sales Executive,1,Divorced,218048,3,No,21,3,4,0,3,4,3,30,18,2,13
58362,26,No,Non-Travel,Research & Development,12,3,Marketing,1,Male,3,2,Human Resources,3,Divorced,223008,7,Yes,12,3,1,1,37,4,3,14,6,11,8
58363,19,No,Travel_Rarely,Research & Development,13,3,Other,1,Female,1,2,Manufacturing Director,1,Single,143668,9,No,20,3,2,0,30,3,3,13,18,7,9
58364,23,No,Travel_Rarely,Research & Development,27,4,Life Sciences,3,Male,1,3,Sales Executive,1,Married,80225,5,Yes,22,3,2,2,34,3,4,35,15,3,15
58365,54,No,Travel_Frequently,Sales,29,5,Medical,1,Male,1,4,Research Scientist,1,Single,67137,6,No,18,4,3,2,5,5,4,20,11,10,8
58366,52,No,Non-Travel,Sales,11,2,Marketing,4,Female,3,4,Manager,2,Married,134888,2,No,16,3,1,1,23,2,1,18,10,2,8
58367,24,No,Non-Travel,Human Resources,10,1,Medical,1,Female,3,4,Manufacturing Director,2,Divorced,173953,3,No,16,4,4,0,32,4,3,3,12,7,16
58368,32,No,Non-Travel,Sales,21,5,Other,4,Male,4,5,Research Scientist,2,Divorced,203974,8,Yes,20,4,2,3,17,4,4,16,10,11,0
58369,38,No,Travel_Frequently,Sales,23,5,Other,3,Male,4,2,Human Resources,4,Single,196195,7,No,16,3,2,0,39,3,4,26,7,9,7
58370,55,No,Travel_Frequently,Research & Development,1,3,Medical,2,Male,3,5,Sales Executive,2,Divorced,105409,8,Yes,13,4,4,2,35,2,1,33,9,6,16
58371,53,No,Travel_Frequently,Human Resources,17,1,Other,4,Male,4,5,Manufacturing Director,4,Married,131200,7,Yes,13,3,2,2,16,1,1,16,3,5,17
58372,40,No,Non-Travel,Sales,8,4,Marketing,2,Female,2,1,Sales Executive,3,Divorced,219086,7,Yes,19,3,1,1,2,0,2,21,7,3,0
58373,46,No,Non-Travel,Research & Development,3,2,Life Sciences,4,Female,1,5,Human Resources,2,Single,76977,7,No,18,3,1,2,28,6,2,0,12,5,2
58374,30,No,Non-Travel,Sales,19,2,Medical,2,Female,3,3,Sales Executive,2,Divorced,164233,5,Yes,17,3,2,0,16,0,4,28,12,7,9
58375,22,No,Travel_Rarely,Research & Development,29,5,Technical Degree,3,Female,3,1,Healthcare Representative,2,Married,198384,1,Yes,17,3,2,3,24,4,2,30,9,3,9
58376,56,Yes,Travel_Rarely,Sales,16,4,Marketing,2,Female,4,2,Human Resources,2,Single,174543,5,Yes,17,3,2,0,11,5,2,17,9,3,10
58377,56,No,Travel_Rarely,Sales,18,3,Technical Degree,4,Female,3,1,Sales Executive,4,Single,100113,4,No,21,3,1,2,5,5,4,1,4,7,2
58378,59,No,Travel_Frequently,Research & Development,2,4,Life Sciences,2,Female,2,3,Manufacturing Director,4,Single,108136,2,Yes,16,4,3,1,36,1,3,9,18,14,10
58379,60,No,Travel_Frequently,Sales,1,4,Life Sciences,1,Male,2,2,Sales Executive,3,Married,61454,2,No,16,3,2,2,28,3,3,9,10,1,3
58380,18,No,Travel_Rarely,Research & Development,16,2,Technical Degree,1,Male,2,4,Sales Executive,1,Single,53595,9,No,11,4,4,3,22,4,1,14,8,12,2
58381,37,No,Travel_Frequently,Sales,22,3,Other,2,Female,1,5,Healthcare Representative,2,Single,63010,7,No,25,3,4,3,28,1,1,5,14,4,11
58382,60,No,Non-Travel,Research & Development,18,1,Life Sciences,3,Male,4,2,Research Scientist,4,Single,231045,5,Yes,21,3,2,2,11,0,2,14,0,12,9
58383,18,No,Non-Travel,Sales,12,3,Other,2,Female,3,2,Research Scientist,1,Single,156834,2,No,11,3,3,0,27,3,2,31,8,15,9
58384,52,No,Travel_Frequently,Sales,3,1,Medical,4,Female,1,5,Research Scientist,1,Married,141326,1,Yes,21,3,1,1,12,4,1,31,17,4,10
58385,57,No,Travel_Rarely,Research & Development,6,3,Human Resources,2,Female,3,1,Research Scientist,2,Single,99081,1,No,15,3,3,2,2,6,2,25,4,3,15
58386,24,Yes,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,3,2,Research Scientist,3,Married,34626,3,No,18,3,2,1,31,4,1,21,10,8,9
58387,52,No,Travel_Rarely,Research & Development,18,4,Life Sciences,3,Female,1,4,Laboratory Technician,3,Divorced,233896,8,Yes,23,4,4,1,40,3,4,6,4,0,11
58388,51,No,Non-Travel,Human Resources,25,2,Marketing,2,Male,1,1,Healthcare Representative,4,Married,152557,2,Yes,11,3,1,0,29,3,1,0,9,9,11
58389,22,No,Non-Travel,Human Resources,5,4,Human Resources,4,Female,4,3,Human Resources,3,Divorced,135898,1,No,15,3,3,2,18,6,2,1,6,3,0
58390,46,No,Travel_Frequently,Research & Development,4,1,Life Sciences,1,Male,4,5,Research Scientist,1,Single,80205,5,No,17,3,4,1,16,4,4,2,9,8,5
58391,44,No,Non-Travel,Sales,19,5,Other,4,Male,4,4,Manager,1,Single,106537,4,Yes,16,3,2,0,3,0,4,12,14,6,6
58392,24,No,Travel_Rarely,Sales,15,2,Technical Degree,2,Male,2,2,Research Scientist,3,Divorced,127419,6,No,18,3,2,3,24,0,1,30,18,14,14
58393,18,No,Travel_Rarely,Sales,7,5,Life Sciences,3,Female,3,3,Human Resources,4,Divorced,57757,8,No,17,3,3,2,20,1,4,6,6,7,16
58394,26,Yes,Non-Travel,Sales,18,5,Medical,2,Male,2,4,Human Resources,2,Single,148781,0,Yes,14,3,3,2,17,3,1,13,4,9,6
58395,18,No,Non-Travel,Sales,14,5,Human Resources,4,Male,1,5,Manager,4,Married,113306,5,No,20,3,2,2,36,2,3,19,1,3,9
58396,44,No,Travel_Frequently,Sales,25,1,Technical Degree,4,Female,2,3,Research Scientist,1,Divorced,58427,4,No,13,3,1,0,5,0,4,28,4,7,2
58397,34,No,Non-Travel,Human Resources,20,4,Life Sciences,4,Male,1,1,Human Resources,2,Single,93007,7,Yes,14,3,4,2,19,3,3,31,3,2,15
58398,49,No,Travel_Rarely,Human Resources,13,4,Marketing,1,Male,3,3,Research Scientist,3,Single,171075,1,Yes,18,3,3,1,30,6,2,31,17,0,2
58399,58,No,Non-Travel,Sales,29,3,Marketing,1,Female,3,1,Research Scientist,2,Divorced,244906,7,No,14,3,3,2,13,5,1,8,0,3,0
58400,47,No,Travel_Rarely,Human Resources,23,4,Medical,2,Female,4,2,Human Resources,4,Divorced,46440,4,No,11,4,2,2,35,5,3,34,6,9,5
58401,32,No,Travel_Frequently,Sales,28,1,Life Sciences,1,Male,3,4,Laboratory Technician,2,Married,90333,5,No,12,4,4,3,8,1,2,37,14,2,4
58402,59,No,Non-Travel,Sales,11,5,Technical Degree,3,Male,2,3,Manufacturing Director,2,Married,99535,1,No,11,3,1,3,7,1,3,0,10,15,10
58403,45,No,Travel_Rarely,Human Resources,6,5,Marketing,3,Female,1,4,Research Scientist,4,Divorced,93015,9,Yes,14,3,4,1,37,4,4,33,14,7,15
58404,20,Yes,Travel_Rarely,Research & Development,22,3,Human Resources,1,Male,1,3,Sales Executive,1,Married,35823,2,Yes,24,3,2,3,12,4,3,38,18,12,6
58405,45,Yes,Travel_Rarely,Research & Development,18,2,Technical Degree,4,Male,3,3,Sales Executive,2,Married,189015,6,No,17,4,4,1,23,0,3,14,16,10,5
58406,22,No,Travel_Rarely,Human Resources,27,1,Medical,1,Female,4,2,Healthcare Representative,3,Married,171304,0,Yes,17,3,4,3,6,3,1,22,13,5,11
58407,19,No,Travel_Frequently,Research & Development,6,4,Technical Degree,2,Male,3,1,Sales Executive,4,Divorced,166787,3,Yes,13,3,3,1,11,6,4,22,3,15,3
58408,55,No,Non-Travel,Sales,10,5,Marketing,1,Female,1,2,Research Scientist,4,Single,88167,4,No,17,3,4,2,23,3,4,40,15,10,2
58409,33,No,Non-Travel,Research & Development,9,2,Medical,4,Female,3,4,Human Resources,3,Divorced,236026,1,Yes,18,3,3,0,39,5,3,9,11,8,8
58410,34,No,Travel_Rarely,Research & Development,29,1,Other,4,Female,4,5,Human Resources,3,Married,122070,4,No,19,4,2,1,30,4,4,28,2,15,11
58411,29,No,Travel_Rarely,Research & Development,17,1,Other,4,Female,2,1,Manufacturing Director,3,Divorced,171164,7,No,13,3,3,1,1,5,2,33,13,7,10
58412,43,Yes,Non-Travel,Human Resources,19,1,Other,2,Male,1,5,Human Resources,1,Married,97696,5,No,24,3,2,0,26,3,2,11,11,6,2
58413,24,No,Travel_Rarely,Research & Development,27,1,Human Resources,1,Female,3,1,Sales Executive,1,Married,207468,4,No,10,3,3,1,28,3,2,32,8,5,0
58414,41,No,Non-Travel,Human Resources,28,1,Other,2,Male,3,1,Healthcare Representative,3,Married,169873,0,No,11,3,1,2,37,1,2,3,9,0,16
58415,33,No,Travel_Frequently,Human Resources,25,3,Medical,2,Female,2,5,Research Scientist,3,Married,97820,4,No,20,3,3,2,33,5,2,4,13,2,9
58416,35,No,Non-Travel,Human Resources,10,1,Human Resources,2,Male,1,3,Laboratory Technician,3,Married,85829,4,Yes,12,3,3,2,3,5,3,39,12,10,11
58417,25,No,Travel_Frequently,Sales,21,2,Marketing,1,Female,2,1,Manufacturing Director,4,Divorced,60882,5,No,24,4,2,0,3,4,1,14,0,12,13
58418,44,Yes,Travel_Frequently,Human Resources,3,5,Medical,3,Female,1,5,Laboratory Technician,4,Married,19507,2,No,16,3,2,0,28,1,2,13,15,12,3
58419,43,Yes,Travel_Rarely,Human Resources,18,1,Technical Degree,4,Female,3,1,Human Resources,1,Divorced,154370,8,Yes,18,3,1,3,6,3,2,1,17,13,1
58420,48,No,Travel_Frequently,Human Resources,16,4,Technical Degree,4,Female,4,3,Manufacturing Director,4,Divorced,76027,7,No,14,3,2,1,22,2,1,24,17,11,4
58421,35,No,Travel_Frequently,Human Resources,10,3,Human Resources,4,Female,2,5,Human Resources,3,Divorced,105323,6,No,18,3,3,3,17,4,3,14,11,3,2
58422,19,No,Travel_Frequently,Research & Development,23,5,Marketing,2,Female,2,3,Manufacturing Director,1,Divorced,88864,5,Yes,17,3,1,1,19,3,4,36,3,10,15
58423,58,No,Travel_Frequently,Research & Development,29,2,Marketing,1,Male,4,3,Manager,2,Divorced,228516,4,Yes,11,3,1,3,10,1,1,32,17,12,6
58424,40,No,Non-Travel,Research & Development,12,2,Life Sciences,1,Male,2,3,Manufacturing Director,3,Divorced,100510,6,No,22,3,2,1,16,3,3,26,3,1,10
58425,59,No,Travel_Frequently,Research & Development,22,1,Technical Degree,3,Male,1,2,Human Resources,1,Married,237542,5,Yes,21,3,1,0,23,5,1,35,8,14,10
58426,39,Yes,Non-Travel,Sales,18,3,Marketing,4,Male,2,2,Healthcare Representative,1,Divorced,113771,4,No,11,3,1,1,0,2,2,12,16,15,2
58427,50,No,Travel_Rarely,Research & Development,19,5,Other,2,Male,1,2,Manager,1,Divorced,81171,6,No,20,3,2,0,39,1,2,26,16,9,13
58428,35,No,Non-Travel,Human Resources,6,1,Life Sciences,1,Female,2,1,Healthcare Representative,3,Single,128979,4,No,16,3,3,1,7,6,4,15,15,4,15
58429,32,No,Travel_Frequently,Research & Development,5,3,Technical Degree,3,Female,3,3,Manager,3,Married,100683,0,Yes,15,3,2,0,19,2,2,34,9,2,5
58430,58,No,Non-Travel,Research & Development,14,2,Life Sciences,3,Male,4,4,Research Scientist,4,Divorced,249943,6,No,22,3,1,1,14,6,2,14,5,15,8
58431,20,No,Travel_Rarely,Sales,27,3,Other,2,Male,4,3,Laboratory Technician,4,Divorced,37281,9,No,18,4,3,3,18,6,4,36,5,7,15
58432,40,No,Travel_Rarely,Human Resources,11,4,Life Sciences,4,Female,2,2,Research Scientist,3,Single,168861,3,No,15,3,2,2,39,3,1,3,11,6,1
58433,19,No,Travel_Frequently,Human Resources,7,4,Human Resources,3,Female,1,2,Manager,1,Divorced,154159,1,No,19,3,1,0,21,4,2,13,10,3,12
58434,59,No,Travel_Rarely,Human Resources,8,1,Human Resources,1,Female,1,4,Manager,1,Married,35543,2,No,12,3,3,1,36,6,2,40,2,1,10
58435,21,No,Travel_Rarely,Human Resources,20,4,Life Sciences,2,Female,4,1,Research Scientist,3,Single,183684,6,No,22,3,3,1,8,5,4,22,4,2,17
58436,43,Yes,Travel_Rarely,Sales,9,5,Life Sciences,4,Female,3,4,Healthcare Representative,3,Married,78624,1,No,25,3,2,3,11,6,2,39,12,10,14
58437,36,No,Travel_Frequently,Human Resources,8,5,Life Sciences,1,Male,4,4,Research Scientist,3,Divorced,206192,0,Yes,21,3,3,3,9,0,2,33,12,6,8
58438,27,No,Travel_Rarely,Research & Development,4,3,Human Resources,4,Female,3,5,Research Scientist,2,Single,224691,1,No,10,3,1,3,23,0,3,24,16,15,6
58439,39,No,Non-Travel,Human Resources,30,3,Technical Degree,4,Female,1,1,Manager,3,Single,230607,1,No,13,3,3,2,12,5,4,10,13,14,0
58440,23,No,Non-Travel,Human Resources,19,3,Life Sciences,1,Female,4,5,Manufacturing Director,2,Single,203667,5,No,21,4,4,1,29,5,2,26,11,8,17
58441,18,No,Non-Travel,Research & Development,5,1,Technical Degree,3,Female,1,5,Laboratory Technician,2,Single,165267,6,Yes,14,3,4,3,5,6,4,38,17,8,2
58442,60,Yes,Non-Travel,Sales,24,3,Other,3,Female,4,1,Research Scientist,4,Divorced,204537,2,No,11,3,3,1,34,4,4,20,17,4,12
58443,33,No,Non-Travel,Sales,23,1,Life Sciences,2,Female,1,2,Sales Executive,1,Single,32802,1,No,12,3,1,0,13,4,1,39,16,3,8
58444,24,No,Travel_Rarely,Research & Development,12,2,Other,4,Female,1,1,Laboratory Technician,1,Married,239831,4,No,10,3,3,3,21,3,1,16,4,9,13
58445,41,No,Non-Travel,Human Resources,23,5,Technical Degree,3,Male,4,5,Laboratory Technician,3,Divorced,193502,9,Yes,18,3,3,2,39,0,1,18,16,1,7
58446,52,No,Non-Travel,Research & Development,15,4,Medical,3,Female,3,5,Laboratory Technician,4,Married,131279,5,No,23,3,1,2,38,6,2,26,1,2,16
58447,31,No,Non-Travel,Human Resources,29,2,Life Sciences,3,Female,3,1,Laboratory Technician,1,Single,168332,5,No,19,4,3,2,4,1,3,20,18,13,12
58448,21,No,Travel_Frequently,Sales,17,3,Medical,4,Female,1,2,Sales Executive,1,Single,230163,7,Yes,15,3,3,0,1,6,1,25,6,12,17
58449,58,No,Travel_Frequently,Human Resources,10,3,Technical Degree,3,Female,1,5,Manager,3,Divorced,100078,3,Yes,13,3,2,1,7,5,1,14,9,6,0
58450,32,No,Non-Travel,Research & Development,12,4,Medical,1,Male,4,4,Sales Executive,3,Married,42081,4,No,23,3,2,3,4,1,3,18,15,14,7
58451,40,No,Non-Travel,Research & Development,19,2,Other,2,Female,2,2,Human Resources,3,Married,50340,4,No,23,3,3,2,38,5,4,27,17,11,15
58452,36,No,Travel_Rarely,Research & Development,30,1,Life Sciences,1,Female,1,4,Research Scientist,3,Single,236154,2,No,19,3,2,2,0,2,1,33,9,1,1
58453,31,No,Travel_Frequently,Human Resources,26,4,Medical,1,Female,1,3,Manager,2,Married,163601,2,Yes,16,4,4,0,32,5,3,40,3,12,7
58454,44,No,Travel_Rarely,Sales,11,5,Technical Degree,2,Female,1,4,Laboratory Technician,4,Single,124903,3,Yes,16,3,1,2,7,3,2,3,17,10,14
58455,53,No,Travel_Rarely,Research & Development,30,3,Other,1,Female,4,2,Laboratory Technician,3,Married,165015,4,No,21,3,2,3,24,0,4,37,10,3,14
58456,55,No,Non-Travel,Research & Development,16,1,Life Sciences,3,Female,4,5,Research Scientist,2,Divorced,69371,1,No,23,3,3,1,30,5,1,30,7,0,10
58457,39,No,Travel_Rarely,Human Resources,13,5,Technical Degree,4,Female,2,3,Manufacturing Director,2,Divorced,96325,0,No,21,3,3,0,15,4,2,15,10,0,2
58458,28,No,Non-Travel,Research & Development,29,3,Life Sciences,4,Female,1,2,Sales Executive,1,Divorced,189233,2,No,16,3,2,1,21,5,3,6,7,14,7
